      Count,Original,Ecotype,isMix
      1,1
      1,1-8,NA,NA
      1,10-1,NA,NA
      1,10001
      1,10004
      1,10005
      1,10008
      1,10009
      1,10011
      1,10012
      1,10015
      1,10020
      1,10022
      1,10027
      1,104
      1,106
      1,1064
      1,1068
      1,1073
      1,1075
      1,108
      1,1132
      1,116
      1,1163
      1,1166
      1,121
      1,123
      1,1256
      1,1312
      1,1317
      1,1362
      1,1366
      1,137
      1,1374
      1,139
      1,14-10,NA,NA
      1,14-62,NA,NA
      1,14319
      1,1435
      1,146
      1,148
      1,151
      1,1552
      1,15592
      1,15593
      1,1585
      1,159
      1,1612
      1,1622
      1,163
      1,165
      1,1651
      1,1652
      1,167
      1,170
      1,1716
      1,1719
      1,1720
      1,1729
      1,1738
      1,1749
      1,1750
      1,1752
      1,1753
      1,1757
      1,178
      1,1782
      1,179
      1,18-7,NA,NA
      1,1820
      1,1829
      1,183
      1,1835
      1,185
      1,1851
      1,1853
      1,1858
      1,186
      1,1862
      1,1864
      1,1867
      1,1868
      1,18694
      1,1874
      1,190
      1,1936
      1,194
      1,1942
      1,1948
      1,1952
      1,1960
      1,1963
      1,1966
      1,1967
      1,198
      1,1981
      1,19950
      1,2
      1,2-5,NA,NA
      1,20-2,NA,NA
      1,200
      1,201
      1,204
      1,205
      1,206
      1,207
      1,2081
      1,2106
      1,213
      1,214
      1,2141
      1,215
      1,2150
      1,2151
      1,2157
      1,2159
      1,2160
      1,2166
      1,2171
      1,2175
      1,2187
      1,2201
      1,2214
      1,222
      1,2239
      1,2240
      1,225
      1,2276
      1,2278
      1,2280
      1,2283
      1,229
      1,2290
      1,2292
      1,2300
      1,231
      1,2320
      1,2338
      1,236
      1,237
      1,2370
      1,242
      1,25-16,NA,NA
      1,252
      1,259
      1,26-5,NA,NA
      1,261
      1,262
      1,263
      1,264
      1,266
      1,269
      1,27-9,NA,NA
      1,273
      1,277
      1,278
      1,281
      1,287
      1,291
      1,292
      1,293
      1,3-2,NA,NA
      1,30-6,NA,NA
      1,306
      1,309
      1,310
      1,311
      1,314
      1,316
      1,32
      1,32-28,NA,NA
      1,320
      1,322
      1,323
      1,327
      1,328
      1,329
      1,332
      1,334
      1,339
      1,340
      1,341
      1,343
      1,346
      1,347
      1,349
      1,35-1,NA,NA
      1,350
      1,355
      1,359
      1,35S::BBX29-Myc,NA,NA
      1,36-31,NA,NA
      1,360
      1,362
      1,363
      1,366
      1,368
      1,369
      1,379
      1,38-2,NA,NA
      1,38-4,NA,NA
      1,380
      1,383
      1,385
      1,387
      1,389
      1,391
      1,395
      1,396
      1,4
      1,40-2,NA,NA
      1,403
      1,407
      1,410
      1,424
      1,428
      1,43-7,NA,NA
      1,430
      1,45-20,NA,NA
      1,46-28,NA,NA
      1,4757
      1,4758
      1,476
      1,48
      1,4807
      1,4840
      1,4862
      1,4884
      1,4900
      1,4935
      1,4939
      1,4997
      1,5
      1,50-3,NA,NA
      1,50-5,NA,NA
      1,5023
      1,51
      1,51-4,NA,NA
      1,51-8,NA,NA
      1,5116
      1,5141
      1,5145
      1,5146
      1,5158
      1,5159
      1,5160
      1,52-13,NA,NA
      1,5202
      1,5232
      1,5245
      1,5249
